Internal ID,Product Code,Suggested Name,Website Category,Sub-brand,Description,Short Description,Certification,,
2207,CS03A-DA,Commander Double Cabinet c/w Integrated Triangular Keylock,Ancillary Products,Commander® ,"These new cabinets offer tremendous value for money.  Manufactured from incredibly tough ABS plastic, they are durable and very strong.  A weather seal keeps rain and dust out, and the brilliant internal clamping system holds the extinguisher firmly in place, whilst also being quick and easy to remove should an emergency arise.","The lockable double cabinet will house 2 extinguishers up to 9kg capacity or 2kg CO2 units, and is key lockable.  The key is housed in a tamper proof compartment on the front of the cabinet.
",,231,
2592,CS51,Commander Double Extinguisher Stand - Red,Ancillary Products,Commander® ,"• Reliable and robust ABS plastic material
• Combination of both a matt and gloss finish
• Dedicated area for signage application
• Gripped base to protect floor surface
• Easily combine to make a triple-plus stand offering
• Immediate access to the fire extinguisher
• Suitable for most extinguishers (max 200mm)
• Manufactured using environmentally-friendly materials
Double Stand:
• Dimensions (mm): 548x750x288,5
• Weight (kg): 2.3
• Extinguishers and signs each sold separately
","Tough and resilient, thanks to its ABS injection-moulded plastic construction, the Commander Stand offers incredible durability. Its high resistance to water, dust, knocks and bumps provides users with a long list of application options which makes it the perfect product to serve a number of different needs. The Commander Stand has a seamless matt and gloss finish, along with a dedicated smooth surface for sign application. Available as both a single and double, the multiple option doesn’t stop there easily fix stands together to make a triple-plus solution",,229,
2205,CS02-DA,Commander Extended Single Cabinet,Ancillary Products,Commander® ,"• Manufactured from ABS  
• Fully weather sealed 
• Resistant to chemicals
• Brilliant shock resistance 
• Innovative internal clamp system 
• Wide range of colours and sizes available
","These cabinets are manufactured from ABS plastic.  ABS is extremely robust, and has remarkable ability to absorb shocks and bumps.  We have tested one in extreme conditions, even bashing it with a digger bucket, and dropping from over 10 feet high - shrugs it off! Another famous quality of ABS is its resistance to chemicals.  Along with their effective weather and water seal, these cabinets can be used in all sorts of extreme conditions. It’s not just about what’s on the outside...  The internals of these cabinets are brilliant too.  An innovative clamp and strap system firmly holds extinguishers in place, and accommodate pretty much any shape and size of extinguisher.  Or they can even be taken out completely for a truly versatile space.",,124,
2610,CS53,Commander Extinguisher Stand Fixing Bracket,Ancillary Products,Commander® ,,,,,
1860,2C/TFPV - SQUAT,Commander Renovate 2kg CO2 - Squat,Ancillary Products,Commander® ,,,,4,
2201,2C/TFPV - TALL,Commander Renovate 2kg CO2 - Tall,Ancillary Products,Commander® ,,,,70,
1894,5C/TFPV,Commander Renovate 5kg CO2,Fire Extinguishers,Commander® ,,,,22,
2203,CS01-DA6,Commander Single Cabinet - 6kg / 6ltr,Ancillary Products,Commander® ,This standard single model fits most extinguishers up to 6kg capacity and 2kg CO2 units.,"These new cabinets offer tremendous value for money.  Manufactured from incredibly tough ABS plastic, they are durable and very strong.  A weather seal keeps rain and dust out, and the brilliant internal clamping system holds the extinguisher firmly in place, whilst also being quick and easy to remove should an emergency arise.","These new cabinets offer tremendous value for money.  Manufactured from incredibly tough ABS plastic, they are durable and very strong.  A weather seal keeps rain and dust out, and the brilliant internal clamping system holds the extinguisher firmly in place, whilst also being quick and easy to remove should an emergency arise.",449,
2204,CS01-DA9,Commander Single Cabinet - 9kg / 9ltr,Ancillary Products,Commander® ,• This single model fits most extinguishers up to 9kg capacity and taller 2kg CO2 units.,"These cabinets offer tremendous value for money.  Manufactured from incredibly tough ABS plastic, they are durable and very strong.  A weather seal keeps rain and dust out, and the brilliant internal clamping system holds the extinguisher firmly in place, whilst also being quick and easy to remove should an emergency arise.",,68,
2591,CS50,Commander Single Extinguisher Stand - Red,Ancillary Products,Commander® ,"• Reliable and robust ABS plastic material
• Combination of both a matt and gloss finish
• Dedicated area for signage application
• Gripped base to protect floor surface
• Easily combine to make a triple-plus stand offering
• Immediate access to the fire extinguisher
• Suitable for most extinguishers (max 200mm
• Manufactured using environmentally-friendly materials
• Single Stand:
• Dimensions (mm): 280x750x275
• Weight (kg): 1.2
• Extinguishers and signs each sold separately
","Tough and resilient, thanks to its ABS injection-moulded plastic construction, the Commander Stand offers incredible durability. Its high resistance to water, dust, knocks and bumps provides users with a long list of application options which makes it the perfect product to serve a number of different needs. The Commander Stand has a seamless matt and gloss finish, along with a dedicated smooth surface for sign application. Available as both a single and double, the multiple option doesn't stop there; easily fix stands together to make a triple-plus solution.",,323,
1019,DP1E,CommanderEDGE 1kg ABC Dry Powder,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Transport brackets on 1kg models
• Corrosion resistant finish
• 5-year warranty
","Dry Powder is a multi-purpose extinguishing medium with excellent knock-down properties.  The low minimum operating temperature makes them suitable for all-year external situations. The 1kg models come with transport brackets that have a stainless steel centre strap. It's also kitemarked and has CE marked brass valve assemblies. 
",,23,
1020,DP1ME,CommanderEDGE 1kg ABC Dry Powder,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Transport brackets with centre strap on 1kg models
• Corrosion resistant finish
• 5-year warranty
",Dry Powder is a multi-purpose extinguishing medium with excellent knock-down properties.  The low minimum operating temperature makes them suitable for all-year external situations. The 1kg models come with transport brackets that have a stainless steel centre strap. It's also kitemarked and has CE marked brass valve assemblies. ,,47,
1021,DP2E,CommanderEDGE 2kg ABC Dry Powder,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Transport bracket 
• MED approval on all models
• Corrosion resistant finish
• 5-year warranty
",Dry Powder is a multi-purpose extinguishing medium with excellent knock-down properties.  The low minimum operating temperature makes them suitable for all-year external situations. The 2kg model comes with transport brackets that have a stainless steel centre strap and has CE marked brass valve assemblies.,,8,
1022,DP2ME,CommanderEDGE 2kg ABC Dry Powder,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Transport bracket with centre
• MED approval on all models
• Corrosion resistant finish
• 5-year warranty
",Dry Powder is a multi-purpose extinguishing medium with excellent knock-down properties.  The low minimum operating temperature makes them suitable for all-year external situations. The 2kg model comes with transport brackets that have a stainless steel centre strap and has CE marked brass valve assemblies.,,27,
712,CO2E,CommanderEDGE 2kg CO2,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Supplied with frost-free or safe-hold horns and mounting brackets
• Corrosion resistant finish
• 5-year warranty
","Carbon Dioxide extinguishers are a perfect choice for Class B flammable liquid fires, and being non-damaging to electrical equipment and machinery they are a great choice for electrical risk fires.
The alloy steel models are incredibly robust units, and are perfect for harsh environments.  All models have high quality CE marked brass valve assemblies with very strong handles.",,2,
713,CO2EA,CommanderEDGE 2kg CO2 - Aluminium,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Supplied with frost-free or safe-hold horns and mounting brackets
• Corrosion resistant finish
• 5-year warranty
","Carbon Dioxide extinguishers are a perfect choice for Class B flammable liquid fires, and being non-damaging to electrical equipment and machinery they are a great choice for electrical risk fires.
The aluminium units are amongst the finest CO2 extinguishers on the market.  With aluminium ‘squat’ bodies they combine superior aesthetics with ease of handling.  ",,3,
1260,FS2E,CommanderEDGE 2ltr AFF Foam,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• New “Super strong” plastic base for protection
• CE-marked brass valve assembly with strong handles
• 5-year warranty
• Class-leading thick polyethylene internal lining
• Full range of spare parts available
","Foam extinguishers are always an excellent choice for Class A and B risk areas.  The high knockdown compared with water units makes them very effective on Class A fires, whilst also able to cover for Class B risks. With a new design strong plastic base skirt and brass valve assemblies, these units are high performers in even the most harsh conditions.",,34,
2285,FS2EMC,CommanderEDGE 2ltr MultiCHEM,Fire Extinguishers,CommanderEDGE ® ,"• Fire rating - 8A 70B 25F
• Kitemarked to BS EN3
• MED ‘Ship’s Wheel’ approved
• 35kVa Dielectric test certified
• Full 5-year warranty
• Extremely robust handles resist bending, deforming and rusting - even in harsh conditions
• Heavy brass valve with 15mm neck ring
• Cylinder thickness exceeds requirements by at least 50%
• New design ‘super-strong’ plastic base skirt
• Thick walled braided rubber UV-resistant hose
• Pressure safety release valve
• 0% failure rate on internal lining



","Multi-class fire extinguishers are no newcomers to the market, but the MultiCHEM offers a new solution - a high-performance ABF rated extinguisher. Even in the hands of an untrained and incompetent person the MultiCHEM can tackle a sizeable fire. These ‘compact’ MultiChems bring light weight and diminutive dimensions to seriously powerful extinguishers. The dinky little 2ltr unit has an 8A 70B 25F fire rating, which comfortably outperforms all other ‘multipurpose’ extinguishers.",,112,
1694,WC2E,CommanderEDGE 2ltr Wet Chemical,Fire Extinguishers,CommanderEDGE ® ,"• Fully CE marked
• Stainless Steel Cylinders
• Full range of spare parts available
• “Easy Clean” design
• 2 litre model suitable for up to 25ltr capacity deep fat fryer
",The Commander range Wet Chemical extinguishers provide the ideal and effective answer to Class F fires. The 2 litre ize is ideal for the smaller kitchen and can be easily removed from the braket for cleaning. The stainless steel strap holds the extinguisher firm and prevents accidental displacement,,251,
2286,FS3EMC,CommanderEDGE 3ltr MultiCHEM,Fire Extinguishers,CommanderEDGE ® ,"• Fire rating - 13A 89B 40F
• Kitemarked to BS EN3
• MED ‘Ship’s Wheel’ approved
• 35kVa Dielectric test certified
• Full 5-year warranty
• Extremely robust handles resist bending, deforming and rusting - even in harsh conditions
• Heavy brass valve with 15mm neck ring
• Cylinder thickness exceeds requirements by at least 50%
• New design ‘super-strong’ plastic base skirt
• Thick walled braided rubber UV-resistant hose
• Pressure safety release valve
• 0% failure rate on internal lining



","Multi-class fire extinguishers are no newcomers to the market, but the MultiCHEM offers a new solution - a high-performance ABF rated extinguisher. Even in the hands of an untrained and incompetent person the MultiCHEM can tackle a sizeable fire. These ‘compact’ MultiChems bring light weight and diminutive dimensions to seriously powerful extinguishers. The 3ltr has the ‘magic’ 13A rating, and a usefully-high 40F rating
",,94,
1023,DP4E,CommanderEDGE 4kg ABC Dry Powder,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Transport brackets with centre strap on 1 and 2kg models
• MED approval on all models
• Corrosion resistant finish
• 5-year warranty
","Dry Powder is a multi-purpose extinguishing medium with excellent knock-down properties.  The low minimum operating temperature makes them suitable for all-year external situations.
 The 4kg units has a new ‘super-strong’ bask skirt.  All models are Kitemarked and have CE marked brass valve assemblies.
",,43,
716,CO5E,CommanderEDGE 5kg CO2,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Supplied with frost-free or safe-hold horns and mounting brackets
• Corrosion resistant finish
• 5-year warranty
","Carbon Dioxide extinguishers are a perfect choice for Class B flammable liquid fires, and being non-damaging to electrical equipment and machinery they are a great choice for electrical risk fires.
The alloy steel models are incredibly robust units, and are perfect for harsh environments.  All models have high quality CE marked brass valve assemblies with very strong handles.",,11,
717,CO5EA,CommanderEDGE 5kg CO2 - Aluminium,Fire Extinguishers,CommanderEDGE ® ,"• Kitemarked to BS EN3
• Supplied with frost-free or safe-hold horns and mounting brackets
• Corrosion resistant finish
• 5-year warranty
","Carbon Dioxide extinguishers are a perfect choice for Class B flammable liquid fires, and being non-damaging to electrical equipment and machinery they are a great choice for electrical risk fires.
The aluminium units are amongst the finest CO2 extinguishers on the market.  With aluminium ‘squat’ bodies they combine superior aesthetics with ease of handling.  ",,10,
